Temperature,Moisture,Nitrogen,Phosphorus,Potassium,pH,Label
25,73,221,55,285,6.627862077690154,Healthy
23,35,257,22,130,7.6249757389523225,DAP
24,67,127,41,220,6.559660721093509,Urea
26,78,227,43,224,6.904176817352849,Sulfur
27,64,230,41,258,6.15392632769329,DAP
31,86,185,49,271,7.171208271196143,DAP
20,30,103,40,277,5.426381580192497,Healthy
25,79,214,19,231,6.316761764349452,DAP
31,40,241,37,224,6.783637361147467,Irrigate
25,72,220,47,148,6.79476582606291,MOP
30,43,220,51,313,6.265044157562298,Irrigate
32,71,208,38,119,6.949892795680652,MOP
26,65,60,43,189,6.085357286715486,Urea
30,57,96,54,218,6.3430498650695,Urea
25,90,228,46,270,6.622890790393494,Drainage
26,72,197,49,235,8.414196164565029,Sulfur
28,73,201,50,82,6.609592914684354,MOP
33,75,212,13,290,6.287759908922105,DAP
29,67,214,46,316,8.410328624337208,Sulfur
33,80,185,44,250,4.4158824840271915,Healthy
26,78,248,46,240,6.234167090069979,Healthy
26,70,206,43,73,7.086535398989475,MOP
30,62,242,58,199,6.585188637831287,Healthy
24,37,241,55,196,6.949763907298967,Irrigate
26,75,57,52,294,6.722482298136782,Urea
26,93,226,34,66,4.928752466936734,Irrigate
26,62,210,40,236,5.451097913237315,Dolomite
32,77,162,48,155,8.213871941066477,Healthy
28,65,223,48,213,6.473818575719005,DAP
25,102,117,51,34,6.1299895737166885,Urea
28,76,202,56,246,8.345794331495899,Sulfur
27,75,130,59,306,6.298154543623266,Urea
30,22,232,42,298,6.595749321638721,Irrigate
32,37,262,44,267,6.737670004898513,Irrigate
26,68,242,12,210,6.538418974192301,DAP
29,81,234,53,286,7.7137309442368895,Sulfur
28,61,226,52,183,6.878388967066088,Healthy
27,70,233,49,80,6.278583532378399,MOP
26,62,181,55,209,6.62126419586926,Healthy
26,63,223,20,265,4.674907434822553,Sulfur
31,73,146,47,262,5.785618019887332,Urea
25,72,210,10,297,6.914457498194513,DAP
25,67,200,54,69,7.140985612582068,MOP
27,70,221,56,270,6.437260471670856,Healthy
34,94,207,49,284,6.100067707738868,Drainage
28,61,259,41,282,6.195778989978936,Healthy
30,68,231,25,241,6.751669972953002,DAP
27,70,233,44,288,6.452654079537901,Healthy
26,69,219,55,146,6.28310598870206,MOP
25,63,233,56,109,6.756370824680087,MOP
25,70,243,41,67,5.938700175586307,MOP
27,64,203,36,199,8.026072185552414,Sulfur
27,76,203,49,227,6.723859626788245,Healthy
27,62,213,53,226,6.760807068204112,Healthy
20,71,234,43,251,7.988917244367541,Dolomite
27,79,242,13,308,6.774763824209439,DAP
23,100,227,41,240,6.553696665902797,Drainage
29,64,217,52,58,6.116440097787089,MOP
29,39,244,50,243,6.174502629549655,Irrigate
30,79,218,41,269,6.000511999254953,Healthy
33,69,232,57,213,6.860157753122192,Healthy
25,76,230,43,137,6.133757799377239,MOP
29,73,116,47,236,6.0995837119424605,Urea
25,70,215,45,120,6.867408354572046,MOP
30,70,147,52,288,6.056734271080731,Urea
30,71,207,57,245,6.662659998101913,Healthy
30,65,239,38,288,7.967571608070687,Sulfur
28,70,244,54,203,7.023824395195203,Healthy
25,68,229,58,220,6.46999630890501,Healthy
26,78,242,58,317,4.584312392150637,Dolomite
30,60,236,43,291,6.313305287728672,Healthy
28,66,107,45,243,5.943362954297228,Sulfur
25,79,193,56,293,6.031895413672688,Healthy
30,82,244,51,305,6.852446317482785,Healthy
28,97,196,52,221,6.48288864696184,Drainage
26,75,216,46,204,4.87509207932677,Dolomite
29,62,129,50,228,6.700099876697083,Urea
27,56,106,49,263,6.786685873713863,Urea
26,72,210,59,258,6.350879906866073,Healthy
26,32,212,48,280,6.627681705931307,Irrigate
27,40,244,63,273,6.767446255691958,Irrigate
26,31,217,53,247,6.8074934622757,Irrigate
26,73,218,51,239,6.245994513362208,Healthy
25,55,100,54,244,6.704779756091949,Dolomite
26,73,238,39,290,6.404770183910348,Healthy
30,26,222,46,260,6.533731940064889,Irrigate
24,61,241,8,320,6.2967210189652345,DAP
26,61,192,61,291,6.43694731326148,Healthy
28,68,244,56,210,7.507713448682272,Sulfur
28,54,209,21,291,7.1287052745,DAP
30,87,214,49,314,6.874007472419596,Drainage
24,66,236,54,87,6.942906842621867,MOP
28,77,191,11,253,6.029910450826155,DAP
23,65,235,56,205,7.946804380180672,Sulfur
31,66,239,45,62,6.108209216771847,MOP
34,67,115,20,320,5.569050377137897,Dolomite
28,72,257,55,105,5.9673008124498645,MOP
25,70,218,52,252,8.14090925587291,Sulfur
32,76,201,41,271,6.46603376134565,Healthy
27,71,229,49,54,6.905441387317701,MOP
31,61,230,10,304,6.728674069502159,DAP
30,40,213,54,198,6.5024724752438665,DAP
27,59,249,53,245,7.917821773146815,Sulfur
28,82,237,52,299,6.664160140839838,Healthy
30,77,217,57,69,6.256361220089833,Urea
26,72,210,43,262,6.628929589940007,Healthy
25,97,230,54,227,6.661171966348478,Drainage
26,75,216,39,137,6.6606394091786445,Dolomite
28,63,246,50,259,4.494255827727079,Dolomite
29,62,212,44,265,6.115517582369421,Healthy
24,36,221,51,296,6.992465768279117,Irrigate
26,91,230,56,205,6.932450496319283,Drainage
30,77,216,11,277,6.800197074071212,Urea
25,66,222,55,192,7.81720575447479,Irrigate
33,72,256,51,289,6.086396106869231,Healthy
26,71,188,49,251,4.865338202537003,Dolomite
30,55,225,54,287,6.498195067078986,Healthy
28,65,250,40,63,6.5042651178016895,MOP
25,75,243,56,220,6.534668885170008,Healthy
26,62,220,51,270,6.281655350009431,Sulfur
35,69,132,11,244,7.425395952757883,Dolomite
28,105,174,23,63,5.846575530124207,Urea
31,72,231,49,239,7.852392922807778,Sulfur
28,71,198,52,261,6.834505105388785,Healthy
23,78,220,42,226,6.334501358556635,Healthy
28,62,231,40,149,6.155718273669998,Sulfur
30,65,209,59,273,6.211004924096819,Healthy
30,79,235,56,240,6.796007590683355,Healthy
27,94,209,50,293,6.227391324140233,Drainage
29,60,249,42,205,6.180622345190231,Healthy
30,99,231,47,273,6.703683076298479,Drainage
27,66,232,40,233,7.88065145555036,Sulfur
30,63,240,42,229,6.870736757250268,Healthy
29,75,226,49,249,6.783064128726267,Healthy
26,70,261,16,224,6.167538408822537,DAP
27,77,62,52,193,6.772399276469236,Urea
20,62,227,50,213,4.584199020799082,Dolomite
30,82,219,56,272,6.050668887662482,Healthy
31,13,83,23,243,5.751499475649699,Irrigate
30,75,247,55,236,4.757142184585729,Dolomite
27,14,207,58,268,6.90217770513026,Irrigate
31,73,234,47,106,6.593844947528972,Dolomite
22,79,211,47,261,6.173395557484145,Healthy
27,76,252,24,207,6.53010256894666,DAP
26,79,226,59,204,4.621814489015051,Dolomite
27,71,229,54,231,5.547052354642459,Dolomite
27,70,229,59,140,6.416335134627421,MOP
26,78,237,41,235,6.492606733470843,Healthy
22,66,251,44,236,6.365110419657484,Healthy
21,96,94,10,278,8.068414372680175,Urea
25,63,99,56,235,6.797895668711527,Urea
30,60,258,54,264,6.452185889640851,Healthy
26,67,231,40,312,5.074672189394785,Dolomite
28,95,203,42,226,6.4163113817257615,Drainage
25,97,153,28,318,5.614398757419842,Healthy
30,74,111,44,287,6.540416497467248,Urea
34,29,229,45,269,6.261221695869075,Irrigate
28,69,234,24,222,6.269464360399792,DAP
28,58,241,47,248,4.758263613071418,Dolomite
29,71,98,52,303,6.623062758568083,Urea
27,76,111,55,207,6.429003688131462,Urea
23,38,233,45,226,6.114948830967728,Irrigate
26,31,245,58,208,6.931139409817908,Irrigate
29,70,216,50,247,5.265679544488766,Dolomite
24,71,216,59,238,5.186990626313401,Dolomite
28,67,251,58,92,6.957912458176657,MOP
27,67,105,51,239,6.777588900205991,Urea
27,62,231,8,236,6.610228751864532,DAP
24,64,209,57,140,5.984870515211509,Healthy
19,32,61,32,175,8.33698322696496,Healthy
28,65,216,5,276,6.677938900823001,DAP
31,58,240,61,237,6.364586167961376,Healthy
28,34,259,43,314,6.390968865411851,Irrigate
30,96,236,57,230,6.187940964887235,Drainage
30,63,221,44,265,5.4979572595031865,Dolomite
30,24,224,53,296,6.01319378630073,Irrigate
21,90,103,40,165,5.408217698382163,Sulfur
26,90,219,45,243,6.4718235779196895,Drainage
27,20,223,42,304,6.579057269163237,Irrigate
24,95,217,41,213,6.006768970029505,Drainage
31,30,222,52,204,6.957643702492213,Irrigate
27,61,230,45,272,5.207932217382539,Dolomite
31,27,214,38,275,6.067028246334914,Irrigate
27,62,249,41,319,7.005866028386871,DAP
25,63,221,48,201,7.546831845847087,Sulfur
25,81,219,46,243,6.902499623460725,Healthy
19,37,78,18,57,8.172594249822783,MOP
30,75,243,48,242,6.919548723139351,Healthy
25,71,206,59,243,6.803989738440211,Healthy
26,42,194,60,243,6.644447297495739,Irrigate
26,39,222,48,254,6.257068835521002,Irrigate
26,63,194,44,212,6.46349228458719,Healthy
27,40,211,51,283,6.248125410423972,Urea
27,75,134,42,271,7.036148599340142,Urea
27,72,187,55,259,7.814341100365879,Sulfur
27,77,226,48,190,6.2594342900143625,Healthy
21,80,260,57,219,8.435502378350778,Sulfur
25,99,247,53,293,6.3842477786746965,Drainage
30,72,197,47,259,6.664875946804751,Healthy
28,41,62,18,273,8.324320141278225,Sulfur
33,61,241,42,275,6.608285110031997,Healthy
26,57,220,61,67,6.850650567503527,MOP
27,61,217,55,83,6.561101128652023,MOP
28,75,233,63,213,5.34927986221601,Dolomite
24,84,83,54,242,6.186025198949204,Urea
26,79,218,15,252,6.9561572172202295,DAP
25,67,254,51,254,7.883894508658049,DAP
26,82,230,48,243,6.643826779155126,Healthy
28,36,226,41,275,6.290469520667802,Irrigate
21,62,196,40,227,5.452235640440564,Dolomite
24,66,228,44,156,6.487361834549022,MOP
26,67,185,52,255,7.146846735833026,Healthy
33,33,74,31,95,4.659303908712939,Healthy
28,60,241,51,237,5.330491585269559,Dolomite
30,78,192,10,226,6.822884541465446,DAP
29,61,92,53,236,6.290015252622835,Urea
25,36,214,47,288,6.773063912439623,Irrigate
25,60,197,40,307,6.013785403528062,Healthy
23,66,212,36,246,5.064350376337487,Dolomite
28,71,78,51,306,6.894646487348905,Urea
28,23,210,50,294,6.939994564071266,Irrigate
31,75,204,22,300,6.623786203294559,Irrigate
28,69,231,52,112,6.344682015463421,MOP
30,63,251,45,251,6.260313194962249,Healthy
22,30,235,50,201,5.977617191241249,Irrigate
28,56,252,50,210,6.478080322667395,Healthy
27,97,231,57,271,5.911461728925821,Drainage
30,72,77,53,276,6.440135580869878,Urea
25,63,198,44,286,6.216557760977341,Healthy
27,62,226,50,274,6.306021113053784,Healthy
25,73,223,47,265,6.434541561847833,Healthy
33,66,220,49,256,6.798148184934325,Healthy
26,73,225,50,229,6.619446417651289,Healthy
23,102,123,17,309,8.141091664328822,DAP
23,56,233,39,258,6.5411017943501415,Healthy
29,75,247,47,56,6.83979795494929,MOP
28,42,220,53,256,6.331594887490219,Irrigate
28,77,209,47,232,6.611525147944444,Healthy
30,73,236,59,263,7.780208322879561,Sulfur
30,60,232,56,279,5.406237315292788,Dolomite
27,67,207,11,213,6.657727130683055,DAP
22,33,132,31,119,4.751587756342689,Sulfur
33,41,115,32,108,6.635324754553606,Healthy
28,72,229,57,118,6.504035466406498,MOP
26,70,218,40,249,6.696911587411385,Healthy
30,60,132,20,29,4.405383526983893,Irrigate
25,94,212,52,231,6.838169251695804,Drainage
26,81,239,46,227,7.8431115180408115,Sulfur
26,75,198,40,289,6.257903977861939,Healthy
26,69,249,10,273,6.767766754707047,Healthy
33,69,240,56,211,4.811079219993486,Dolomite
29,71,207,9,250,7.021895235846705,DAP
31,72,221,10,210,6.723275173001671,DAP
26,15,243,25,278,7.6662692437262825,Dolomite
27,64,50,30,296,6.877475598919531,DAP
27,76,85,42,197,6.318599888747271,Urea
24,23,88,6,63,5.986745384327607,Sulfur
30,59,217,52,260,5.877311694210604,Healthy
31,67,222,53,228,4.804339929687004,Dolomite
28,69,234,55,73,6.048691801155674,MOP
26,77,241,41,222,6.686261034764107,Healthy
29,63,86,46,241,5.99155991268883,Urea
21,76,218,48,284,6.8531591521629895,Healthy
26,35,228,48,195,6.134030926793478,Irrigate
28,68,58,44,284,6.627028442850836,Urea
26,83,228,42,108,6.274313629049865,MOP
29,78,200,44,277,6.904112783497228,Healthy
23,36,224,52,278,6.922623390094507,Irrigate
26,98,223,47,314,6.288808379600654,Drainage
26,76,246,59,188,7.624295304305988,Sulfur
27,56,197,46,239,6.869499257598156,Healthy
23,79,224,60,105,6.774055868927388,MOP
28,68,240,52,281,6.406130344871008,Healthy
30,98,227,58,243,6.39490121623852,Drainage
32,43,243,52,255,6.296335878383281,Irrigate
23,23,234,55,214,6.453190376276492,Irrigate
28,77,212,42,258,4.907606723222068,Dolomite
27,62,144,57,224,5.930227925001025,Urea
29,66,201,48,257,6.5423058578911695,Healthy
27,81,204,58,108,6.637140504062299,MOP
29,61,236,45,298,6.426720953144442,Healthy
31,76,139,15,161,6.296773417373039,Drainage
28,63,228,51,260,4.717341298000479,Dolomite
31,69,87,45,248,6.812000482436512,Urea
26,78,101,42,211,6.28840893862878,Urea
27,55,243,43,306,7.1104660808995765,Sulfur
27,69,234,55,229,6.734606120469278,Healthy
26,65,124,57,203,6.257254360730125,Urea
28,69,212,39,233,4.797561693659877,Dolomite
30,67,121,45,204,5.956401042227322,Urea
30,43,215,56,256,6.924628118250395,Irrigate
28,37,224,56,235,6.024699754689423,Irrigate
23,75,212,40,55,6.588469040027037,MOP
29,80,239,60,278,6.483427229133795,Healthy
24,93,222,45,246,6.775304065449562,Drainage
25,100,219,40,288,6.95191880734596,Drainage
24,66,271,18,255,6.297665500645243,DAP
27,67,120,51,264,6.842475311339579,Urea
26,64,214,53,239,8.43608454450193,Sulfur
32,75,94,50,264,6.791379768817865,Urea
27,75,226,25,212,6.376252743453898,DAP
28,73,235,58,106,6.428679103099496,MOP
25,68,235,36,247,6.482350224158411,Healthy
33,79,227,53,282,6.307279423502752,Healthy
22,83,85,64,247,5.773747319414178,Urea
31,60,197,59,233,6.300857936346143,Healthy
27,83,218,48,268,6.695887862625256,Healthy
26,67,210,58,244,7.547889786162664,Sulfur
32,36,143,53,300,7.125370651384104,Urea
30,76,253,58,230,6.501491691666485,Healthy
32,64,79,57,197,6.846819707187287,Urea
26,73,218,41,219,8.29576615087935,Sulfur
27,67,227,55,89,6.334573967588799,Sulfur
25,77,255,52,231,6.67743187788772,Urea
31,70,207,53,252,6.858179157162537,Healthy
32,80,71,60,229,6.86045594024138,Irrigate
29,79,244,43,232,6.217317861900867,Healthy
24,72,220,49,303,6.0267740374834124,Healthy
24,70,235,50,278,6.716831905170312,Healthy
26,98,229,55,212,6.6186047450985885,Drainage
29,62,239,60,281,6.388495938073355,Healthy
28,77,241,44,214,6.546624033456565,Sulfur
31,73,249,60,238,7.009213145393597,Dolomite
25,79,263,49,250,8.087090487528172,Sulfur
26,64,204,60,247,5.240498206964789,DAP
30,62,232,60,304,6.095864114674399,Healthy
25,69,87,46,255,6.578976984256578,Urea
25,77,215,53,265,6.462352448325105,Healthy
31,66,248,49,225,6.320189694252818,Healthy
23,98,239,63,281,6.345988251172886,Drainage
35,18,270,27,203,7.067098757602338,DAP
29,73,245,51,269,6.87947155204447,Sulfur
32,67,220,53,272,5.05064263571359,Dolomite
30,80,220,55,285,6.331798774885263,Healthy
28,63,214,13,262,6.351080304838053,DAP
27,66,232,45,220,7.723223701183671,Sulfur
30,78,233,44,196,6.1764506424380325,Healthy
25,79,219,51,280,6.748593765094185,Drainage
32,72,219,58,208,6.923225052948943,Healthy
26,83,228,23,311,6.4880838167533845,DAP
25,71,252,59,260,6.290577862907733,Dolomite
21,40,221,28,137,5.5436461247045115,MOP
30,71,220,57,298,6.540663064703839,DAP
29,92,244,42,259,6.884982857651425,Drainage
26,72,185,52,78,6.30026720682565,MOP
28,66,255,48,227,7.986559413603918,Sulfur
28,66,210,53,237,6.741893252810835,Healthy
29,67,197,53,251,6.713114667661357,Healthy
26,60,231,55,223,5.183687979525694,Dolomite
26,77,249,51,278,6.465562418956551,Healthy
19,17,60,43,269,5.331054582174745,DAP
30,47,103,17,198,5.55268068264892,Dolomite
27,65,149,40,208,6.826138223936684,Urea
30,35,225,49,254,6.17947993375136,Irrigate
24,68,197,11,287,5.970063056951075,DAP
24,79,250,43,244,6.9039771484061525,Healthy
26,62,205,44,250,6.701147341471907,Healthy
25,70,142,52,292,6.756174961060823,Urea
21,72,100,52,240,6.929073049821679,Urea
28,72,211,45,115,6.773356898332764,MOP
26,72,224,40,126,6.873282087359088,MOP
30,62,208,51,62,6.561071136493981,MOP
32,33,55,56,315,4.496475292858079,DAP
29,20,244,45,282,6.516691440247368,Irrigate
27,80,36,50,296,6.956803114312446,Urea
26,24,208,43,251,6.94989276527347,Irrigate
26,29,244,58,211,6.319918230902687,Irrigate
26,59,115,39,289,6.246986239542049,Urea
30,69,242,59,66,6.245301134324585,MOP
28,75,49,40,230,6.74825184221763,Urea
29,64,238,59,216,6.4641250390206455,Healthy
27,80,244,44,210,6.473800990320814,Healthy
28,65,202,37,263,6.01029554245061,Healthy
25,35,238,58,201,5.998554662354821,Irrigate
25,61,254,43,204,6.270348774440523,Healthy
27,79,219,57,55,6.626835860252097,MOP
28,101,217,52,243,6.063838605890712,Drainage
26,98,193,55,199,6.10470914891398,Drainage
27,61,221,13,241,6.407305523699432,DAP
27,71,207,52,240,5.103546818061016,Dolomite
28,90,228,52,209,6.520414561566702,Drainage
27,76,96,56,288,6.029024223937012,Urea
24,77,211,53,263,6.190076592890491,Healthy
25,81,155,52,206,6.156609581416308,Urea
32,71,228,51,267,5.278871326431217,Irrigate
27,98,229,45,227,6.466272230321415,Drainage
29,75,177,41,260,5.398040406468127,Dolomite
28,61,244,54,122,6.70996099256956,MOP
27,74,127,43,297,6.936090610186421,Urea
27,70,242,56,290,8.328875872366995,Sulfur
27,23,227,53,207,6.121165057538429,Irrigate
30,70,53,45,242,8.364169150357117,MOP
26,83,188,18,286,6.366785669080105,DAP
25,83,230,17,237,6.1792387428956,DAP
28,73,216,57,234,6.956525134563874,Healthy
28,17,51,63,225,6.6183605879898835,Irrigate
25,71,233,45,274,6.911655462561656,Healthy
33,76,225,57,220,6.812895746397277,Healthy
25,73,222,52,268,6.45529394973094,Sulfur
24,72,237,46,264,6.690950404998434,Healthy
28,73,230,42,295,6.706005210787079,Healthy
30,25,231,40,232,6.728999074840895,Irrigate
29,72,245,45,218,6.238538570875137,Healthy
29,67,232,59,283,8.051223754252065,Sulfur
30,67,247,10,291,6.189959882546036,Urea
27,67,237,60,233,8.206130118129122,Sulfur
28,68,216,59,266,5.121408443594438,Dolomite
26,74,225,41,238,6.530177507413284,Healthy
27,47,218,41,213,6.047328247811546,Irrigate
31,65,213,51,79,7.073587927053937,MOP
27,73,242,43,308,7.556180749397155,Sulfur
30,64,80,47,240,6.248119954394263,Urea
29,67,225,45,253,8.308808139575056,Healthy
29,78,240,43,215,4.7183449281321295,Dolomite
30,69,246,47,235,7.958226209140466,Sulfur
32,72,227,51,52,6.534401871124906,MOP
25,78,220,60,269,6.756829732912728,Healthy
24,102,245,47,262,6.570689308937352,Drainage
26,99,245,43,219,6.008429663951788,Drainage
31,89,250,54,256,6.3719892926872586,Drainage
28,83,205,44,285,4.56394110049748,Dolomite
21,102,266,18,185,8.013377145955344,Drainage
24,82,226,55,205,6.815523774253838,Healthy
28,77,256,56,106,6.418261391195568,MOP
29,77,95,54,274,5.974813317312568,Urea
33,96,214,53,271,6.989470377871615,DAP
33,73,239,48,86,6.37147819004866,MOP
27,66,226,48,194,6.703062754786592,Healthy
22,76,204,54,201,5.361550475503076,Dolomite
27,62,232,18,239,6.174293999918177,DAP
26,39,229,52,207,6.791978733669077,Irrigate
31,70,211,54,196,6.669375302404235,Sulfur
28,54,233,57,215,6.682860306873332,Healthy
28,29,232,59,209,6.401404531796228,Irrigate
31,93,241,60,256,6.340350702442136,Drainage
27,69,244,47,243,6.818489955558152,Healthy
26,67,231,48,299,5.456004268231082,Dolomite
27,64,220,49,280,6.663775597126129,Healthy
27,70,252,56,254,6.2547469018490895,Healthy
26,92,195,38,238,6.9929153135455895,Drainage
26,75,229,59,215,6.378612992077963,Healthy
30,45,222,47,228,6.070526645724545,DAP
26,82,219,50,198,6.85887061238384,Healthy
26,66,192,20,299,4.990543490844778,Dolomite
29,71,224,58,230,5.177050466683573,Dolomite
31,58,218,46,79,6.609872898941733,MOP
29,75,235,51,93,6.36974871670001,Irrigate
26,68,231,51,279,4.455157827770369,Dolomite
20,22,157,37,198,7.933701775451411,Irrigate
30,30,194,52,309,7.321944043996358,DAP
25,65,126,52,230,6.700173396380741,Urea
28,65,211,47,277,6.79277907666532,Healthy
26,75,79,58,272,6.562889143449731,Urea
29,69,251,59,231,8.055521693027192,Sulfur
28,67,215,43,269,5.111945997664979,Dolomite
26,67,208,39,268,5.961151653578606,Healthy
26,23,236,51,210,6.206427714937778,Irrigate
30,101,155,15,193,6.708540531134686,Drainage
25,77,231,5,258,6.368293510294147,DAP
19,37,138,13,112,4.457846074877868,Healthy
33,48,131,50,30,4.70236106230159,Sulfur
24,60,251,61,152,6.339287495052884,MOP
28,37,184,46,269,6.5621928422805205,Irrigate
25,60,212,41,230,4.775018954654442,Dolomite
26,68,232,50,277,5.177695915024966,Dolomite
30,64,81,43,277,6.328064804863036,Urea
28,73,199,50,291,7.859570044025771,Sulfur
24,77,191,4,200,6.5408347469119,DAP
26,64,243,44,51,6.489797805958814,MOP
28,65,220,42,216,6.950138611403991,Healthy
27,71,235,58,274,6.122810170202802,Healthy
25,97,209,48,199,6.634645910378211,Drainage
30,61,99,46,242,6.977801544230212,Urea
28,77,240,47,107,6.879293438837515,MOP
29,88,225,49,204,7.030202066029582,Drainage
27,68,78,59,228,6.906936379554331,Urea
27,68,238,56,66,6.348470896933366,MOP
23,62,249,39,293,6.438966671089293,Healthy
28,64,250,40,301,6.244293445093767,Healthy
30,73,133,50,241,6.88134243626739,Urea
26,90,215,48,301,6.6953233812888895,Drainage
24,67,55,40,276,6.437667911838526,Urea
29,78,219,6,271,6.861660595747301,DAP
28,58,82,46,219,6.805517169034107,Urea
27,63,225,58,274,5.260443149375749,Dolomite
25,62,239,45,265,4.988088824001698,Dolomite
28,68,224,17,292,6.310396351780101,Healthy
28,28,254,6,302,7.7606678440145505,MOP
25,22,222,36,274,5.3824780877912595,DAP
28,63,215,43,293,7.624178231286213,Sulfur
22,74,220,58,200,6.793502422249581,Healthy
28,63,193,59,271,7.609149265592064,Sulfur
26,16,175,34,178,5.403386534712532,Urea
27,94,233,45,276,6.53722418694298,Drainage
32,73,201,44,275,8.515582148829894,Sulfur
29,24,244,45,284,6.944254720704022,Irrigate
27,66,83,55,213,6.8135407870653415,Urea
26,66,231,53,212,6.427198769080201,Healthy
30,61,235,49,210,6.481073239565212,Healthy
28,63,247,42,299,5.313774094059776,Sulfur
30,41,217,54,218,6.790713452610878,Irrigate
27,62,223,53,208,6.972935318433934,Healthy
27,105,55,23,311,6.9217779536038755,Urea
31,59,257,25,278,6.151093305627552,DAP
31,66,253,16,209,6.995592642364994,DAP
29,79,47,47,196,6.262159821913316,Urea
23,42,228,45,86,6.995380890816857,Irrigate
25,74,222,46,223,6.873137648041988,Healthy
29,65,197,11,278,6.148469446544183,DAP
26,71,204,60,261,6.457929181620874,Healthy
25,92,202,58,291,6.7861603772213055,Irrigate
29,78,147,47,209,6.236583651103381,Urea
32,98,215,45,206,6.107495235370148,Drainage
26,38,202,41,193,6.564384568342518,Dolomite
27,89,237,52,280,6.831219092877626,Drainage
31,85,148,59,206,6.053749999796074,Urea
29,69,245,40,315,6.455810288458231,Healthy
27,64,223,57,259,7.843692516969591,Urea
30,59,199,43,260,7.473405941196222,Irrigate
27,70,238,44,275,5.361192503243424,Dolomite
25,74,204,53,192,8.448931883479771,Sulfur
30,71,227,58,292,6.960074626713274,Healthy
28,69,218,46,246,6.456519488618388,Healthy
29,82,240,47,287,6.886036730767025,Healthy
26,73,228,44,68,6.815418481150797,MOP
27,37,237,50,227,6.290574939380527,Irrigate
27,73,205,39,240,6.782939749511096,Healthy
29,25,218,43,199,6.094101555987679,Irrigate
35,80,236,18,214,7.386348255567254,DAP
26,71,249,43,206,6.4624345473741815,Healthy
27,67,254,52,145,6.291841222911811,MOP
22,71,237,50,239,7.635496817466246,Sulfur
24,65,243,46,71,6.791047105836546,MOP
19,93,60,62,105,8.233588128613013,Irrigate
28,79,223,54,277,6.476192309308312,Healthy
28,41,200,50,219,6.18692253305658,Irrigate
29,28,200,41,256,6.183323999100648,Irrigate
23,62,236,46,87,6.248869334171786,MOP
26,64,194,42,275,6.889737470881816,Urea
25,100,216,51,285,6.303917117607572,Drainage
25,90,246,40,264,6.645683784811755,Drainage
26,105,232,45,252,6.6534060823892105,Drainage
25,80,230,53,257,6.43338568897087,Sulfur
24,63,227,43,77,6.797086471497814,MOP
27,67,209,51,240,6.779103342367505,Healthy
24,60,230,49,291,6.372977555977272,Healthy
29,72,231,57,248,6.270154313344502,Healthy
31,66,212,59,215,4.9599179330148,Dolomite
31,34,220,42,276,6.183025296804594,Irrigate
29,74,144,58,291,6.624831439124571,Urea
27,71,251,21,280,6.58181031452595,DAP
29,64,233,49,234,6.500446552854641,Healthy
24,71,228,58,286,6.51374909136731,Urea
32,72,239,62,243,7.581679938442519,Sulfur
25,76,229,40,287,5.289473830982357,Dolomite
28,23,210,55,290,6.161419029688229,Irrigate
27,64,238,7,239,6.586074247851291,DAP
28,78,188,44,250,6.172559627725019,Healthy
19,56,44,8,34,7.764727033167697,MOP
27,71,210,50,301,6.603860032307241,Healthy
28,69,228,5,294,6.182791911588705,Irrigate
34,102,237,27,160,5.286683439793155,Irrigate
29,75,215,42,223,6.999186115231912,Healthy
24,76,253,54,148,6.201456023398274,MOP
30,73,225,42,104,6.682129640028816,MOP
29,60,156,44,236,6.643774870987918,Urea
26,101,247,53,247,6.309202185511139,Sulfur
29,82,229,55,214,6.622522493966878,Healthy
28,80,118,45,300,6.739918941212522,Urea
24,66,201,10,247,6.494015120577914,DAP
22,23,188,60,264,6.836574589711887,Irrigate
21,20,180,26,177,4.433304656372498,Healthy
26,22,202,57,283,6.519085779112151,Irrigate
23,94,234,43,232,6.787407141249415,Drainage
28,90,228,56,278,6.624876348069924,Drainage
28,65,217,58,276,6.328896313722121,Healthy
21,76,233,54,216,6.311742285667672,Healthy
26,58,208,52,227,6.342185397846065,Healthy
29,47,234,57,257,5.956870716215988,DAP
28,71,214,58,288,8.116123683954756,Sulfur
27,64,228,37,272,6.617413791943397,Irrigate
32,68,227,54,237,6.524184894282572,Healthy
29,71,215,46,64,6.761201666479297,MOP
28,62,204,43,99,6.679080308717742,MOP
28,75,229,43,276,8.144989184683629,Sulfur
28,71,206,39,262,6.329320120095267,Healthy
29,64,210,17,224,5.983384034100505,DAP
32,82,217,44,230,6.574270892586931,Healthy
25,61,250,59,224,6.372162387228952,Healthy
30,77,95,50,259,6.616936551246889,Urea
28,33,226,49,215,6.329522719011645,Irrigate
29,61,109,57,272,6.837546715697229,Urea
26,62,228,52,254,8.230729424932145,Sulfur
24,23,226,44,216,6.847155440474587,Irrigate
30,65,194,18,229,6.509822882160607,DAP
26,96,235,60,222,6.592554310227418,Drainage
27,75,239,54,254,6.206708029102438,Healthy
27,70,221,44,236,6.1636871750755375,Healthy
30,79,233,58,270,6.270773266365979,Healthy
28,64,223,22,207,6.118066757374019,DAP
21,58,162,18,167,5.234598209962954,Irrigate
32,97,236,50,251,6.199633469319447,Drainage
30,68,214,7,295,6.987495433664879,DAP
29,77,50,47,258,6.289917043500633,Urea
26,81,249,44,260,6.268750772121168,Healthy
